prompt,precision at k,mean reciprocal rank,average precision,cumulative gain,normalized discounted cumulative gain
What are the discharge guidelines for ambulatory surgery patients who have received sedation in the CPU,0.8,0.521,1.0,0.44,0.54320987654321
Why is it important for a Communications Specialist to maintain continuity and accuracy in dispatching transport calls,0.8,0.521,1.0,0.32,0.3784425451092118
What is the hospital doing to support research education and training for all clinical staff and how can new nurses get involved in these opportunities,0.8,0.521,1.0,0.2,0.1999050332383666
What steps should be followed to look up authorized study providers in the hospitals protocol,0.8,0.521,0.8,0.8800000000000001,0.9211775878442546
According to the hospital policies what are the recommended strategies for preventing central Lineu2013Associated bloodstream infections in acute care hospitals as of 2014,0.8,0.521,1.0,0.2,0.1999050332383666
What is the meaning of PPE when it comes to sterile compounding,0.8,0.521,1.0,0.32,0.40360873694207033
What special considerations should be taken for trach and trachventdependent patients perioperatively,0.6,0.458,0.8,0.36,0.4211775878442545
What are the responsibilities of the RIO and RCO during the Preliminary Assessment of an Allegation of Research Misconduct,0.6,0.458,0.8,0.6000000000000001,0.7103513770180437
What are the responsibilities of the Primary Provider when signing the consent form for a planned procedure intervention or treatment,0.8,0.521,1.0,0.6000000000000001,0.7056030389363723
What are the potential negative outcomes associated with excess free iron in bank blood and how can ultrafiltration be used to correct this issue before transfusion,0.8,0.521,1.0,0.56,0.6761633428300096
Why is it important to verify termination of a pregnancy before proceeding with a planned procedure for a patient who has recently terminated a pregnancy,0.8,0.521,1.0,0.32,0.3784425451092118
What is the protocol for the Primary Provider if something unexpected occurs during a procedure intervention or treatment,0.8,0.521,1.0,0.36,0.4710351377018044
When is direct notification made to the President  CEO for activations with time sensitivelife safety concerns,0.8,0.521,1.0,0.36,0.3736942070275404
What items must be accounted for and documented during interventional radiology procedures,0.6,0.458,0.8,0.44,0.3912630579297246
In the context of Focal Segmental Glomerulosclerosis FSGS what are the conditions under which standard treatment options are considered unsuccessful or not well tolerated for the patient,0.8,0.521,1.0,0.0,0.0
According to the hospitals Standard Precautions policy what are the primary strategies for preventing and controlling healthcareassociated infections,0.8,0.521,1.0,0.6799999999999999,0.778252611585945
What criteria must a patient meet in order to be transferred from the PACU to an inpatient unit as outlined in the hospital policies,0.8,0.521,1.0,0.56,0.6714150047483382
How often should a consent be reviewed and updated for outpatient services and under what circumstances would a new consent be required for recurrent treatments and procedures,0.8,0.521,1.0,0.4,0.5142450142450143
What is the process for handling a transport request in terms of communication responsibilities for the Communications Specialist,0.8,0.521,1.0,0.8400000000000001,0.8950617283950618
What is the recommended frequency for assessing the patients original condition mentioned in the document,0.6,0.458,0.8,0.52,0.6424501424501425
What are the process steps for preop labs in the Renal Biopsy procedure,0.8,0.521,1.0,0.36,0.4710351377018044
What program completion is necessary for a nurse to become a GI Associate according to the hospital policy,0.8,0.521,1.0,0.2,0.1999050332383666
How is heparinized plasmalyte added to the heparinized blood bag in the process described,0.8,0.521,1.0,0.0,0.0
What form should be used to document all kit and lot numbers used in LDL Apheresis treatment,0.4,0.312,0.6,0.24000000000000002,0.2678062678062678
When should the specialty of a consultant contacted to evaluate a patient be documented in the patients medical record,0.8,0.521,1.0,0.6000000000000001,0.7056030389363723
What aspects of the patients condition and response to enteral alimentation therapy should be included in the Electronic Documentation Progress Notes,0.8,0.521,1.0,0.8400000000000001,0.8831908831908833
How are patient placement decisions made on 10 Northwest unit and what specific patient populations are cared for under specific protocols,0.8,0.521,1.0,0.28,0.31054131054131057
What are the responsibilities of the nurse if an infant does not pass the hearing test prior to discharge according to the hospital policy,0.8,0.521,1.0,0.72,0.7905982905982907
What processes does Boston Childrens Specialty Pharmacy have in place to collect data on patient access to services,0.8,0.521,1.0,0.76,0.8333333333333335
When does the Investigation timeline officially begin according to the hospital policy on research misconduct,0.8,0.521,1.0,0.2,0.1999050332383666
What are the definitions of fabrication falsification and plagiarism in the context of research misconduct,0.6,0.458,0.8,0.32,0.40360873694207033
How should nurses handle the related content processes when encountering them during their shift,0.2,0.25,0.4,0.0,0.0
What is the time frame for subsequent continuing reviews as determined by the IRB and what factors can influence this time frame,0.8,0.521,1.0,0.52,0.6286799620132955
How often should vital signs be monitored for loss of capture during transport post cardioversion or defibrillation and what should be included in each set of vital signs documentation,0.8,0.521,1.0,0.64,0.7317188983855651
What tasks are the helper responsible for during the admission process in the PACU,0.8,0.521,1.0,0.48000000000000004,0.5745489078822413
How does the MetaNeb System help in preventing or resolving patchy atelectasis,0.0,0.0,0.0,0.52,0.6424501424501425
What action does the text instruct the reader to take in relation to the attached file,0.6,0.438,0.8,0.0,0.0
In the event of a bomb threat or suspicious package who needs to confirm that the incident has passed before deactivation can be made,0.8,0.521,1.0,1.0,1.0
What specific items will be ordered for a patient with a polyester allergy to ensure their comfort and safety during their stay,0.8,0.521,1.0,0.36,0.4710351377018044
What specific information is included in the peritoneal dialysis daily orders CAPD Manual document,0.8,0.521,1.0,0.6799999999999999,0.778252611585945
What is the role of ECMO in the MSICU Clinical Practice Guideline,0.6,0.458,0.8,0.72,0.8072174738841406
What special needs do patients with an allergy to polyester have when it comes to bed linen and clothing,0.4,0.375,0.6,0.4,0.5142450142450143
What are the necessary equipment components for using the MetaNeb Controller with a ventilator inline,0.6,0.396,0.8,0.0,0.0
